NameID,Vertical,Industry,EmployeeQuantityGrowthRate,SalesTurnoverGrowthRate,PriorYearEmployees,PriorYearRevenue,SalesVolume,SmallBusiness

93724,Internet Content & Software,Media & Content,0,3.176281,15,1971238.89,8232448.18,Y
93982,Internet Content & Software,Media & Content,0,0.145833,2,126159.29,144557.52,Y
93987,Retail,Other Enterprise,0,0,2,131415.93,131415.93,Y
94038,Colo/Hosting,Data Center & Cloud Services,0,1.30347,120,21815043.72,50250292.18,Y
94222,Finance,Finance,0,0,8,  $-   ,949021.42,Y
94230,Utilities,Energy & Manufacturing,0,5.222288,548,87917254.49,547046491.8,N
94284,RLEC,Telecommunications,0,0.517638,26,4730973.34,7179905.17,Y
94339,Finance,Finance,0,-0.661868,896,67153538.19,22706766.48,N
94374,Regional Carrier/ISP,Telecommunications,0,0,3,1117035.37,1117035.37,Y
94477,Reseller,Telecommunications,0,0,800,  $-   ,  $-   ,0
94504,Reseller,Telecommunications,283,1268.949952,1,55194.69,70094492.57,Y
94524,Legal,Professional Services,0,1.464482,2200,242856631.3,598515846.8,N
94578,Retail,Other Enterprise,0,0.295509,10,1182743.33,1532254.5,Y
94579,National Carrier/ISP,Telecommunications,0,0.017857,1,73592.92,74907.08,Y
94725,Manufacturing,Energy & Manufacturing,0,-0.010526,1,124845.13,123530.97,Y
94931,Finance,Finance,0,0,0,  $-   ,591440,N
94966,Commercial Systems Integrator,Professional Services,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
95006,Colo/Hosting,Data Center & Cloud Services,0,0,0,  $-   ,  $-   ,N
95021,,,0,0,22,1576991.11,1576991.11,Y
95125,Internet Content & Software,Media & Content,0,0,12,1314159.26,1314159.26,Y
95381,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,499380.52,N
95697,Consulting / Other Professional Services,Professional Services,0,0.02,1,65707.96,67022.12,Y
95804,Non-Healthcare Insurance,Other Enterprise,0,0,2,197123.89,197123.89,Y
96051,Finance,Finance,0,0.263158,5,499380.52,630796.44,Y
96059,Finance,Finance,0,0,12,1090752.19,1090752.19,Y
96145,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,144557.52,Y
96238,Cloud Service Provider,Data Center & Cloud Services,0,0.016949,1,77535.4,78849.56,Y
96303,Consulting / Other Professional Services,Professional Services,0,0.466211,35,7884955.56,11561005.95,Y
96382,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,  $-   ,N
96423,Finance,Finance,0,1.6,46,2628318.52,6833628.15,Y
96775,Reseller,Telecommunications,0,0.839682,20,2365486.67,4351743.77,Y
96793,Internet Content & Software,Media & Content,0,0.81042,24,2365486.67,4282524.37,Y
96814,Consulting / Other Professional Services,Professional Services,0,1.105351,25,1576991.11,3320119.55,N
96815,Manufacturing,Energy & Manufacturing,0,0.1,356,59722009.62,65694210.32,N
96824,Media,Media & Content,0,0,0,  $-   ,  $-   ,0
97187,Internet Content & Software,Media & Content,0,0.090909,1,144557.52,157699.11,Y
97417,Internet Content & Software,Media & Content,0,0,0,  $-   ,442443.25,N
97446,Consulting / Other Professional Services,Professional Services,0,0.041667,5,315398.22,328539.82,Y
97652,Consulting / Other Professional Services,Professional Services,0,0,0,  $-   ,  $-   ,N
97656,Regional Carrier/ISP,Telecommunications,0,2.721105,12,1222168.11,4547816.33,Y
97805,Colo/Hosting,Data Center & Cloud Services,-0.5,-0.310345,2,114331.86,78849.56,Y
97906,Colo/Hosting,Data Center & Cloud Services,0,2.184443,41,6570796.3,20924324.97,Y
98082,Healthcare,Healthcare,0,0,3,36796.46,36796.46,Y
98124,Reseller,Telecommunications,0,0.078947,7,499380.52,538805.3,Y
98127,Telecommunications Equipment Provider,Other Enterprise,0,0.733241,28,3153982.22,5466610.78,Y
98636,Internet Content & Software,Media & Content,0,0.634733,25,3285398.15,5370749.43,Y
98726,,,0,0,2,131415.93,131415.93,Y
98982,Media,Media & Content,0,-0.51106,105,12221681.12,5975664.82,Y
99094,RLEC,Telecommunications,0,0,0,  $-   ,  $-   ,N
99236,Manufacturing,Energy & Manufacturing,0,-0.420064,200,40476105.21,23473560.01,N
99242,Internet Content & Software,Media & Content,0,0,1,144557.52,144557.52,Y
99267,Manufacturing,Energy & Manufacturing,1.5,16.535209,20,6439380.37,112915877.9,Y
99350,Internet Content & Software,Media & Content,0,3.404453,300,23523450.75,103607921.8,N
99460,Regional Carrier/ISP,Telecommunications,0,0,0,  $-   ,  $-   ,N
99678,Finance,Finance,0,1.07315,80,18135397.79,37597406.49,Y
99715,Finance,Finance,0,0.80684,50,4468141.48,8073218.07,N
99992,Pharmaceuticals,Healthcare,0,-0.112903,5,814778.74,722787.59,Y
